Row,Year,Type,AL,Totals,"Children, armed, or not in labor force",Employed,Unemployed
560,2004,"Some college, less than 4-yr degree",CT,648,182,437,30
561,2004,"Some college, less than 4-yr degree",DE,148,42,102,3
562,2004,"Some college, less than 4-yr degree",DC,84,32,47,5
563,2004,"Some college, less than 4-yr degree",FL,"3,763","1,150","2,479",135
564,2004,"Some college, less than 4-yr degree",GA,"1,587",477,"1,083",27
565,2004,"Some college, less than 4-yr degree",HI,306,87,213,7
566,2004,"Some college, less than 4-yr degree",ID,322,85,229,7
567,2004,"Some college, less than 4-yr degree",IL,"2,579",689,"1,810",80
568,2004,"Some college, less than 4-yr degree",IN,"1,217",280,879,58
569,2004,"Some college, less than 4-yr degree",IA,685,166,500,19
570,2004,"Some college, less than 4-yr degree",KS,646,162,460,24
571,2004,"Some college, less than 4-yr degree",KY,804,212,543,49
572,2004,"Some college, less than 4-yr degree",LA,754,240,490,24
573,2004,"Some college, less than 4-yr degree",ME,257,75,178,5
574,2004,"Some college, less than 4-yr degree",MD,913,256,638,20
575,2004,"Some college, less than 4-yr degree",MA,"1,097",311,735,50
576,2004,"Some college, less than 4-yr degree",MI,"2,200",571,"1,539",90
577,2004,"Some college, less than 4-yr degree",MN,"1,272",273,940,59
578,2004,"Some college, less than 4-yr degree",MS,602,209,368,25
579,2004,"Some college, less than 4-yr degree",MO,"1,096",250,807,39
580,2004,"Some college, less than 4-yr degree",MT,216,61,148,7
581,2004,"Some college, less than 4-yr degree",NE,447,96,337,15
582,2004,"Some college, less than 4-yr degree",NV,473,142,319,12
583,2004,"Some college, less than 4-yr degree",NH,267,80,180,7
584,2004,"Some college, less than 4-yr degree",NJ,"1,424",445,912,68
585,2004,"Some college, less than 4-yr degree",NM,410,129,265,16
586,2004,"Some college, less than 4-yr degree",NY,"3,455","1,203","2,094",157
587,2004,"Some college, less than 4-yr degree",NC,"1,647",476,"1,126",45
588,2004,"Some college, less than 4-yr degree",ND,162,40,116,7
589,2004,"Some college, less than 4-yr degree",OH,"2,207",575,"1,559",73
590,2004,"Some college, less than 4-yr degree",OK,790,214,546,30
591,2004,"Some college, less than 4-yr degree",OR,914,251,614,49
592,2004,"Some college, less than 4-yr degree",PA,"1,903",527,"1,298",78
593,2004,"Some college, less than 4-yr degree",RI,186,48,133,5
594,2004,"Some college, less than 4-yr degree",SC,828,261,534,34
595,2004,"Some college, less than 4-yr degree",SD,175,37,133,4
596,2004,"Some college, less than 4-yr degree",TN,"1,107",362,703,41
597,2004,"Some college, less than 4-yr degree",TX,"4,319","1,247","2,906",166
598,2004,"Some college, less than 4-yr degree",UT,543,145,376,21
599,2004,"Some college, less than 4-yr degree",VT,113,32,76,4
600,2004,"Some college, less than 4-yr degree",VA,"1,423",459,922,43
601,2004,"Some college, less than 4-yr degree",WA,"1,536",406,"1,065",65
602,2004,"Some college, less than 4-yr degree",WV,309,112,188,9
603,2004,"Some college, less than 4-yr degree",WI,"1,169",278,856,35
604,2004,"Some college, less than 4-yr degree",WY,134,35,95,4
605,2004,Bachelor's degree or higher,Totals,"54,098","11,966","40,854","1,278"
606,2004,Bachelor's degree or higher,AL,678,145,524,9
608,2004,Bachelor's degree or higher,AK,103,22,78,2
609,2004,Bachelor's degree or higher,AZ,"1,003",311,675,17
610,2004,Bachelor's degree or higher,AR,338,76,253,9
611,2004,Bachelor's degree or higher,CA,"7,356","1,845","5,291",220
612,2004,Bachelor's degree or higher,CO,"1,078",220,839,19
613,2004,Bachelor's degree or higher,CT,816,191,604,21
614,2004,Bachelor's degree or higher,DE,154,34,117,3
615,2004,Bachelor's degree or higher,DC,193,38,149,6
616,2004,Bachelor's degree or higher,FL,"3,059",879,"2,128",52
617,2004,Bachelor's degree or higher,GA,"1,594",319,"1,257",17
618,2004,Bachelor's degree or higher,HI,227,54,167,6
619,2004,Bachelor's degree or higher,ID,214,46,163,5
620,2004,Bachelor's degree or higher,IL,"2,373",516,"1,793",64
621,2004,Bachelor's degree or higher,IN,868,175,681,12
622,2004,Bachelor's degree or higher,IA,492,106,380,6
623,2004,Bachelor's degree or higher,KS,529,102,418,9
624,2004,Bachelor's degree or higher,KY,601,128,470,4
625,2004,Bachelor's degree or higher,LA,654,147,488,19
626,2004,Bachelor's degree or higher,ME,222,50,168,4
627,2004,Bachelor's degree or higher,MD,"1,325",267,"1,033",26
628,2004,Bachelor's degree or higher,MA,"1,647",304,"1,306",37
629,2004,Bachelor's degree or higher,MI,"1,653",369,"1,241",43
630,2004,Bachelor's degree or higher,MN,"1,148",186,927,35
631,2004,Bachelor's degree or higher,MS,383,71,313,.
632,2004,Bachelor's degree or higher,MO,"1,087",226,840,21
633,2004,Bachelor's degree or higher,MT,165,39,123,4
634,2004,Bachelor's degree or higher,NE,284,44,238,2
635,2004,Bachelor's degree or higher,NV,367,86,270,11
636,2004,Bachelor's degree or higher,NH,303,63,234,5
637,2004,Bachelor's degree or higher,NJ,"2,033",409,"1,565",58
638,2004,Bachelor's degree or higher,NM,306,66,239,2
639,2004,Bachelor's degree or higher,NY,"4,082",976,"2,958",147
640,2004,Bachelor's degree or higher,NC,"1,301",262,"1,013",26
641,2004,Bachelor's degree or higher,ND,109,14,95,0
642,2004,Bachelor's degree or higher,OH,"1,865",335,"1,489",41
643,2004,Bachelor's degree or higher,OK,517,116,389,13
644,2004,Bachelor's degree or higher,OR,637,156,457,24
645,2004,Bachelor's degree or higher,PA,"2,198",417,"1,724",58
646,2004,Bachelor's degree or higher,RI,204,31,165,7
647,2004,Bachelor's degree or higher,SC,686,157,516,13
648,2004,Bachelor's degree or higher,SD,123,18,103,2
649,2004,Bachelor's degree or higher,TN,996,224,754,18
650,2004,Bachelor's degree or higher,TX,"3,423",655,"2,670",97
651,2004,Bachelor's degree or higher,UT,410,84,319,7
652,2004,Bachelor's degree or higher,VT,149,26,121,2
653,2004,Bachelor's degree or higher,VA,"1,689",424,"1,235",30
654,2004,Bachelor's degree or higher,WA,"1,237",269,937,31
655,2004,Bachelor's degree or higher,WV,200,44,156,0
656,2004,Bachelor's degree or higher,WI,947,209,724,13
657,2004,Bachelor's degree or higher,WY,73,17,56,1
674,2005,Totals,Totals,"291,166","143,326","139,577","8,263"
675,2005,Totals,AL,"2,380","2,051",82,
677,2005,Totals,AK,301,323,25,
678,2005,Totals,AZ,"3,040","2,583",145,
679,2005,Totals,AR,"1,356","1,302",73,
680,2005,Totals,CA,"18,313","16,534","1,007",
681,2005,Totals,CO,"2,043","2,325",156,
682,2005,Totals,CT,"1,655","1,740",98,
683,2005,Totals,DE,391,418,18,
684,2005,Totals,DC,245,281,21,
685,2005,Totals,FL,"8,877","8,233",357,
686,2005,Totals,GA,"4,247","4,211",248,
687,2005,Totals,HI,610,617,22,
688,2005,Totals,ID,629,710,36,
689,2005,Totals,IL,"6,184","6,025",384,
690,2005,Totals,IN,"2,917","3,013",206,
691,2005,Totals,IA,"1,233","1,590",83,
692,2005,Totals,KS,"1,206","1,385",84,
693,2005,Totals,KY,"2,081","1,845",148,
694,2005,Totals,LA,"2,386","1,935",100,
695,2005,Totals,ME,614,638,43,
696,2005,Totals,MD,"2,626","2,782",142,
697,2005,Totals,MA,"2,995","3,175",199,
698,2005,Totals,MI,"4,944","4,653",377,
699,2005,Totals,MN,"2,142","2,837",147,
700,2005,Totals,MS,"1,508","1,263",97,
701,2005,Totals,MO,"2,722","2,716",176,
702,2005,Totals,MT,429,456,27,
703,2005,Totals,NE,736,946,48,
704,2005,Totals,NV,"1,114","1,219",58,
705,2005,Totals,NH,546,713,34,
706,2005,Totals,NJ,"4,207","4,238",216,
707,2005,Totals,NM,929,916,57,
708,2005,Totals,NY,"9,761","8,822",471,
709,2005,Totals,NC,"4,116","4,079",240,
710,2005,Totals,ND,265,345,17,
711,2005,Totals,OH,"5,369","5,488",412,
712,2005,Totals,OK,"1,761","1,598",84,
713,2005,Totals,OR,"1,738","1,718",127,
714,2005,Totals,PA,"5,943","5,866",366,
715,2005,Totals,RI,497,523,36,
716,2005,Totals,SC,"2,119","1,872",133,
717,2005,Totals,SD,334,400,19,
718,2005,Totals,TN,"3,009","2,665",183,
719,2005,Totals,TX,"11,254","10,444",633,
720,2005,Totals,UT,"1,147","1,189",57,
721,2005,Totals,VT,262,340,15,
722,2005,Totals,VA,"3,472","3,757",153,
723,2005,Totals,WA,"2,954","2,981",183,
724,2005,Totals,WV,988,749,56,
725,2005,Totals,WI,"2,510","2,800",153,
726,2005,Totals,WY,219,268,11,
727,2005,Children under 15,Totals,"60,730","60,730",.,.
729,2005,Children under 15,AL,909,.,.,
731,2005,Children under 15,AK,153,.,.,
732,2005,Children under 15,AZ,"1,325",.,.,
733,2005,Children under 15,AR,566,.,.,
734,2005,Children under 15,CA,"7,985",.,.,
735,2005,Children under 15,CO,984,.,.,
736,2005,Children under 15,CT,686,.,.,
737,2005,Children under 15,DE,160,.,.,
738,2005,Children under 15,DC,91,.,.,
739,2005,Children under 15,FL,"3,342",.,.,
740,2005,Children under 15,GA,"1,939",.,.,
741,2005,Children under 15,HI,244,.,.,
742,2005,Children under 15,ID,304,.,.,
743,2005,Children under 15,IL,"2,691",.,.,
744,2005,Children under 15,IN,"1,337",.,.,
745,2005,Children under 15,IA,560,.,.,
746,2005,Children under 15,KS,565,.,.,
747,2005,Children under 15,KY,812,.,.,
748,2005,Children under 15,LA,967,.,.,
749,2005,Children under 15,ME,224,.,.,
750,2005,Children under 15,MD,"1,148",.,.,
751,2005,Children under 15,MA,"1,198",.,.,
752,2005,Children under 15,MI,"2,066",.,.,
753,2005,Children under 15,MN,"1,030",.,.,
754,2005,Children under 15,MS,617,.,.,
755,2005,Children under 15,MO,"1,157",.,.,
756,2005,Children under 15,MT,165,.,.,
757,2005,Children under 15,NE,360,.,.,
758,2005,Children under 15,NV,513,.,.,
759,2005,Children under 15,NH,245,.,.,
760,2005,Children under 15,NJ,"1,794",.,.,
761,2005,Children under 15,NM,413,.,.,
762,2005,Children under 15,NY,"3,752",.,.,
763,2005,Children under 15,NC,"1,752",.,.,
764,2005,Children under 15,ND,111,.,.,
765,2005,Children under 15,OH,"2,278",.,.,
766,2005,Children under 15,OK,718,.,.,
767,2005,Children under 15,OR,703,.,.,
768,2005,Children under 15,PA,"2,293",.,.,
769,2005,Children under 15,RI,197,.,.,
770,2005,Children under 15,SC,842,.,.,
771,2005,Children under 15,SD,158,.,.,
772,2005,Children under 15,TN,"1,159",.,.,
773,2005,Children under 15,TX,"5,296",.,.,
774,2005,Children under 15,UT,633,.,.,
775,2005,Children under 15,VT,105,.,.,
776,2005,Children under 15,VA,"1,490",.,.,
777,2005,Children under 15,WA,"1,223",.,.,
778,2005,Children under 15,WV,314,.,.,
779,2005,Children under 15,WI,"1,061",.,.,
780,2005,Children under 15,WY,93,.,.,
781,2005,No high school diploma,Totals,"46,970","27,992","16,574","2,403"
782,2005,No high school diploma,AL,569,273,15,
784,2005,No high school diploma,AK,45,28,6,
785,2005,No high school diploma,AZ,500,358,30,
786,2005,No high school diploma,AR,325,159,28,
787,2005,No high school diploma,CA,"3,694","2,763",347,
788,2005,No high school diploma,CO,308,228,41,
789,2005,No high school diploma,CT,280,122,35,
790,2005,No high school diploma,DE,73,47,5,
791,2005,No high school diploma,DC,57,28,7,
792,2005,No high school diploma,FL,"1,573",900,107,
793,2005,No high school diploma,GA,807,470,72,
794,2005,No high school diploma,HI,105,55,5,
795,2005,No high school diploma,ID,112,86,8,
796,2005,No high school diploma,IL,"1,136",579,119,
797,2005,No high school diploma,IN,531,329,65,
798,2005,No high school diploma,IA,202,154,27,
799,2005,No high school diploma,KS,178,115,14,
800,2005,No high school diploma,KY,563,231,41,
801,2005,No high school diploma,LA,570,259,40,
802,2005,No high school diploma,ME,136,48,12,
803,2005,No high school diploma,MD,477,275,42,
804,2005,No high school diploma,MA,583,285,42,
805,2005,No high school diploma,MI,913,412,106,
806,2005,No high school diploma,MN,296,226,41,
807,2005,No high school diploma,MS,389,161,36,
808,2005,No high school diploma,MO,547,290,60,
809,2005,No high school diploma,MT,76,29,9,
810,2005,No high school diploma,NE,112,103,17,
811,2005,No high school diploma,NV,183,173,15,
812,2005,No high school diploma,NH,85,64,9,
813,2005,No high school diploma,NJ,775,457,52,
814,2005,No high school diploma,NM,198,136,21,
815,2005,No high school diploma,NY,"1,979",949,109,
816,2005,No high school diploma,NC,870,511,86,
817,2005,No high school diploma,ND,53,27,5,
818,2005,No high school diploma,OH,"1,013",516,114,
819,2005,No high school diploma,OK,350,157,20,
820,2005,No high school diploma,OR,273,190,31,
821,2005,No high school diploma,PA,"1,190",622,81,
822,2005,No high school diploma,RI,115,63,10,
823,2005,No high school diploma,SC,510,212,41,
824,2005,No high school diploma,SD,55,41,8,
825,2005,No high school diploma,TN,689,327,56,
826,2005,No high school diploma,TX,"2,553","1,873",194,
827,2005,No high school diploma,UT,143,123,21,
828,2005,No high school diploma,VT,50,26,5,
829,2005,No high school diploma,VA,637,474,39,
830,2005,No high school diploma,WA,450,251,53,
831,2005,No high school diploma,WV,252,58,11,
832,2005,No high school diploma,WI,377,283,41,
833,2005,No high school diploma,WY,37,25,4,
834,2005,High school or equivalent,Totals,"69,446","25,056","41,499","2,891"
835,2005,High school or equivalent,AL,449,716,42,
837,2005,High school or equivalent,AK,38,83,12,
838,2005,High school or equivalent,AZ,465,682,52,
839,2005,High school or equivalent,AR,269,531,31,
840,2005,High school or equivalent,CA,"2,328","3,616",260,
841,2005,High school or equivalent,CO,270,552,37,
842,2005,High school or equivalent,CT,282,485,28,
843,2005,High school or equivalent,DE,86,156,8,
844,2005,High school or equivalent,DC,36,55,8,
845,2005,High school or equivalent,FL,"1,802","2,674",122,
846,2005,High school or equivalent,GA,723,"1,364",84,
847,2005,High school or equivalent,HI,102,170,8,
848,2005,High school or equivalent,ID,73,206,15,
849,2005,High school or equivalent,IL,"1,119","1,638",142,
850,2005,High school or equivalent,IN,634,"1,072",72,
851,2005,High school or equivalent,IA,226,511,26,
852,2005,High school or equivalent,KS,191,380,37,
853,2005,High school or equivalent,KY,359,672,61,
854,2005,High school or equivalent,LA,486,759,37,
855,2005,High school or equivalent,ME,122,231,18,
856,2005,High school or equivalent,MD,451,728,43,
857,2005,High school or equivalent,MA,527,890,75,
858,2005,High school or equivalent,MI,"1,012","1,499",139,
859,2005,High school or equivalent,MN,314,656,41,
860,2005,High school or equivalent,MS,253,379,31,
861,2005,High school or equivalent,MO,512,926,47,
862,2005,High school or equivalent,MT,88,146,11,
863,2005,High school or equivalent,NE,131,272,17,
864,2005,High school or equivalent,NV,196,411,19,
865,2005,High school or equivalent,NH,97,212,9,
866,2005,High school or equivalent,NJ,796,"1,134",84,
867,2005,High school or equivalent,NM,121,241,16,
868,2005,High school or equivalent,NY,"1,969","2,596",176,
869,2005,High school or equivalent,NC,625,"1,262",69,
870,2005,High school or equivalent,ND,41,96,5,
871,2005,High school or equivalent,OH,"1,109","2,068",161,
872,2005,High school or equivalent,OK,332,471,41,
873,2005,High school or equivalent,OR,313,446,39,
874,2005,High school or equivalent,PA,"1,518","2,232",188,
875,2005,High school or equivalent,RI,91,155,16,
876,2005,High school or equivalent,SC,344,621,52,
877,2005,High school or equivalent,SD,58,126,6,
878,2005,High school or equivalent,TN,610,943,63,
879,2005,High school or equivalent,TX,"1,379","2,820",189,
880,2005,High school or equivalent,UT,132,297,14,
881,2005,High school or equivalent,VT,46,106,5,
882,2005,High school or equivalent,VA,591,"1,085",68,
883,2005,High school or equivalent,WA,509,729,60,
884,2005,High school or equivalent,WV,272,336,31,
885,2005,High school or equivalent,WI,516,975,70,
886,2005,High school or equivalent,WY,43,87,4,
887,2005,"Some college, less than 4-yr degree",Totals,"59,276","17,244","40,106","1,925"
888,2005,"Some college, less than 4-yr degree",AL,308,605,16,
890,2005,"Some college, less than 4-yr degree",AK,43,120,4,
891,2005,"Some college, less than 4-yr degree",AZ,432,808,43,
892,2005,"Some college, less than 4-yr degree",AR,135,347,9,
893,2005,"Some college, less than 4-yr degree",CA,"2,496","4,869",274,
894,2005,"Some college, less than 4-yr degree",CO,268,716,45,
895,2005,"Some college, less than 4-yr degree",CT,199,458,20,
896,2005,"Some college, less than 4-yr degree",DE,36,100,4,
897,2005,"Some college, less than 4-yr degree",DC,25,45,2,
898,2005,"Some college, less than 4-yr degree",FL,"1,210","2,504",90,
899,2005,"Some college, less than 4-yr degree",GA,487,"1,149",57,
900,2005,"Some college, less than 4-yr degree",HI,92,194,5,
901,2005,"Some college, less than 4-yr degree",ID,90,241,11,
902,2005,"Some college, less than 4-yr degree",IL,728,"1,846",78,
903,2005,"Some college, less than 4-yr degree",IN,250,855,54,
904,2005,"Some college, less than 4-yr degree",IA,154,512,26,
905,2005,"Some college, less than 4-yr degree",KS,175,450,22,
906,2005,"Some college, less than 4-yr degree",KY,237,536,33,
907,2005,"Some college, less than 4-yr degree",LA,229,474,13,
908,2005,"Some college, less than 4-yr degree",ME,82,186,9,
909,2005,"Some college, less than 4-yr degree",MD,253,670,36,
910,2005,"Some college, less than 4-yr degree",MA,362,737,39,
911,2005,"Some college, less than 4-yr degree",MI,610,"1,448",79,
912,2005,"Some college, less than 4-yr degree",MN,269,"1,007",48,
913,2005,"Some college, less than 4-yr degree",MS,163,387,23,
914,2005,"Some college, less than 4-yr degree",MO,321,747,43,
915,2005,"Some college, less than 4-yr degree",MT,65,158,6,
916,2005,"Some college, less than 4-yr degree",NE,89,317,10,
917,2005,"Some college, less than 4-yr degree",NV,142,349,15,
918,2005,"Some college, less than 4-yr degree",NH,67,206,9,
919,2005,"Some college, less than 4-yr degree",NJ,421,942,41,
920,2005,"Some college, less than 4-yr degree",NM,117,282,17,
921,2005,"Some college, less than 4-yr degree",NY,"1,097","2,287",99,
922,2005,"Some college, less than 4-yr degree",NC,480,"1,304",54,
923,2005,"Some college, less than 4-yr degree",ND,44,123,5,
